group	x	y	key
9	2	-16.210431000147	model 2 15
9	2.13131313131313	-16.4385327850105	model 2 15
9	2.26262626262626	-16.6514218322637	model 2 15
9	2.39393939393939	-16.8508155631215	model 2 15
9	2.52525252525253	-17.0381560437673	model 2 15
9	2.65656565656566	-17.2146658747667	model 2 15
9	2.78787878787879	-17.3813905826617	model 2 15
9	2.91919191919192	-17.5392312459802	model 2 15
9	3.05050505050505	-17.6889699367673	model 2 15
9	3.18181818181818	-17.8312897963077	model 2 15
9	3.31313131313131	-17.9667910482791	model 2 15
9	3.44444444444444	-18.096003897614	model 2 15
9	3.57575757575758	-18.2193990147524	model 2 15
9	3.70707070707071	-18.337396128173	model 2 15
9	3.83838383838384	-18.4503711205738	model 2 15
9	3.96969696969697	-18.5586619309065	model 2 15
9	4.1010101010101	-18.6625734955737	model 2 15
9	4.23232323232323	-18.7623819105927	model 2 15
9	4.36363636363636	-18.858337957618	model 2 15
9	4.4949494949495	-18.9506701070439	model 2 15
9	4.62626262626263	-19.039587088573	model 2 15
9	4.75757575757576	-19.1252801019193	model 2 15
9	4.88888888888889	-19.2079247264576	model 2 15
9	5.02020202020202	-19.2876825777149	model 2 15
9	5.15151515151515	-19.3647027499393	model 2 15
9	5.28282828282828	-19.4391230770628	model 2 15
9	5.41414141414141	-19.5110712388237	model 2 15
9	5.54545454545455	-19.580665734316	model 2 15
9	5.67676767676768	-19.64801674159	model 2 15
9	5.80808080808081	-19.7132268789421	model 2 15
9	5.93939393939394	-19.7763918810845	model 2 15
9	6.07070707070707	-19.8376012013682	model 2 15
9	6.2020202020202	-19.8969385495533	model 2 15
9	6.33333333333333	-19.9544823732338	model 2 15
9	6.46464646464647	-20.0103062898544	model 2 15
9	6.5959595959596	-20.0644794752826	model 2 15
9	6.72727272727273	-20.1170670140758	model 2 15
9	6.85858585858586	-20.1681302158864	model 2 15
9	6.98989898989899	-20.2177269018597	model 2 15
9	7.12121212121212	-20.2659116643755	model 2 15
9	7.25252525252525	-20.3127361030567	model 2 15
9	7.38383838383838	-20.3582490396002	model 2 15
9	7.51515151515152	-20.4024967136709	model 2 15
9	7.64646464646465	-20.4455229618257	model 2 15
9	7.77777777777778	-20.4873693812042	model 2 15
9	7.90909090909091	-20.5280754795138	model 2 15
9	8.04040404040404	-20.5676788126655	model 2 15
9	8.17171717171717	-20.6062151112593	model 2 15
9	8.30303030303031	-20.6437183969875	model 2 15
9	8.43434343434344	-20.6802210899036	model 2 15
9	8.56565656565657	-20.7157541074051	model 2 15
9	8.6969696969697	-20.7503469556858	model 2 15
9	8.82828282828283	-20.7840278143344	model 2 15
9	8.95959595959596	-20.8168236146879	model 2 15
9	9.09090909090909	-20.8487601124842	model 2 15
9	9.22222222222222	-20.8798619553042	model 2 15
9	9.35353535353535	-20.9101527452465	model 2 15
9	9.48484848484848	-20.9396550972322	model 2 15
9	9.61616161616162	-20.968390693302	model 2 15
9	9.74747474747475	-20.9963803332298	model 2 15
9	9.87878787878788	-21.0236439817505	model 2 15
9	10.010101010101	-21.0502008126686	model 2 15
9	10.1414141414141	-21.0760692500927	model 2 15
9	10.2727272727273	-21.1012670070176	model 2 15
9	10.4040404040404	-21.1258111214555	model 2 15
9	10.5353535353535	-21.1497179903012	model 2 15
9	10.6666666666667	-21.1730034011003	model 2 15
9	10.7979797979798	-21.195682561873	model 2 15
9	10.9292929292929	-21.2177701291359	model 2 15
9	11.0606060606061	-21.23928023425	model 2 15
9	11.1919191919192	-21.2602265082139	model 2 15
9	11.3232323232323	-21.280622105011	model 2 15
9	11.4545454545455	-21.3004797236105	model 2 15
9	11.5858585858586	-21.3198116287146	model 2 15
9	11.7171717171717	-21.3386296703361	model 2 15
9	11.8484848484849	-21.3569453022857	model 2 15
9	11.979797979798	-21.3747695996399	model 2 15
9	12.1111111111111	-21.3921132752566	model 2 15
9	12.2424242424242	-21.408986695401	model 2 15
9	12.3737373737374	-21.4253998945366	model 2 15
9	12.5050505050505	-21.4413625893369	model 2 15
9	12.6363636363636	-21.4568841919637	model 2 15
9	12.7676767676768	-21.4719738226607	model 2 15
9	12.8989898989899	-21.486640321701	model 2 15
9	13.030303030303	-21.5008922607311	model 2 15
9	13.1616161616162	-21.514737953545	model 2 15
9	13.2929292929293	-21.528185466324	model 2 15
9	13.4242424242424	-21.5412426273733	model 2 15
9	13.5555555555556	-21.5539170363842	model 2 15
9	13.6868686868687	-21.5662160732503	model 2 15
9	13.8181818181818	-21.5781469064624	model 2 15
9	13.949494949495	-21.589716501107	model 2 15
9	14.0808080808081	-21.6009316264891	model 2 15
9	14.2121212121212	-21.6117988634021	model 2 15
9	14.3434343434343	-21.6223246110632	model 2 15
9	14.4747474747475	-21.632515093732	model 2 15
9	14.6060606060606	-21.6423763670315	model 2 15
9	14.7373737373737	-21.6519143239852	model 2 15
9	14.8686868686869	-21.6611347007867	model 2 15
9	15	-21.670043082316	model 2 15
10	2	-12.7657219385202	result 2 9
10	2.07070707070707	-12.9806397493444	result 2 9
10	2.14141414141414	-13.1873909897968	result 2 9
10	2.21212121212121	-13.3865063475254	result 2 9
10	2.28282828282828	-13.5784664054331	result 2 9
10	2.35353535353535	-13.7637077572042	result 2 9
10	2.42424242424242	-13.9426282173554	result 2 9
10	2.4949494949495	-14.1155912820745	result 2 9
10	2.56565656565657	-14.2829299665255	result 2 9
10	2.63636363636364	-14.4449501203718	result 2 9
10	2.70707070707071	-14.6019333044061	result 2 9
10	2.77777777777778	-14.7541392962133	result 2 9
10	2.84848484848485	-14.9018082808313	result 2 9
10	2.91919191919192	-15.0451627727687	result 2 9
10	2.98989898989899	-15.1844093079672	result 2 9
10	3.06060606060606	-15.3197399379816	result 2 9
10	3.13131313131313	-15.4513335534875	result 2 9
10	3.2020202020202	-15.5793570599913	result 2 9
10	3.27272727272727	-15.7039664251138	result 2 9
10	3.34343434343434	-15.8253076139241	result 2 9
10	3.41414141414141	-15.943517426383	result 2 9
10	3.48484848484849	-16.0587242489385	result 2 9
