x	y	key	PANEL	group
2	-21.8126407520961	6 5	6	10
2.18181818181818	-21.8126407520961	6 5	6	10
2.36363636363636	-21.8126407520961	6 5	6	10
2.54545454545455	-21.8126407520961	6 5	6	10
2.72727272727273	-21.8126407520961	6 5	6	10
2.90909090909091	-21.8126407520961	6 5	6	10
3.09090909090909	-21.8126407520961	6 5	6	10
3.27272727272727	-21.8126407520961	6 5	6	10
3.45454545454545	-21.8126407520961	6 5	6	10
3.63636363636364	-21.8126407520961	6 5	6	10
3.81818181818182	-21.8126407520961	6 5	6	10
4	-21.8126407520961	6 5	6	10
4.18181818181818	-21.8126407520961	6 5	6	10
4.36363636363636	-21.8126407520961	6 5	6	10
4.54545454545455	-21.8126407520961	6 5	6	10
4.72727272727273	-21.8126407520961	6 5	6	10
4.90909090909091	-21.8126407520961	6 5	6	10
5.09090909090909	-21.8126407520961	6 5	6	10
5.27272727272727	-21.8126407520961	6 5	6	10
5.45454545454546	-21.8126407520961	6 5	6	10
5.63636363636364	-21.8126407520961	6 5	6	10
5.81818181818182	-21.8126407520961	6 5	6	10
6	-21.8126407520961	6 5	6	10
6.18181818181818	-21.8126407520961	6 5	6	10
6.36363636363636	-21.8126407520961	6 5	6	10
6.54545454545455	-21.8126407520961	6 5	6	10
6.72727272727273	-21.8126407520961	6 5	6	10
6.90909090909091	-21.8126407520961	6 5	6	10
7.09090909090909	-21.8126407520961	6 5	6	10
7.27272727272727	-21.8126407520961	6 5	6	10
7.45454545454546	-21.8126407520961	6 5	6	10
7.63636363636364	-21.8126407520961	6 5	6	10
7.81818181818182	-21.8126407520961	6 5	6	10
8	-21.8126407520961	6 5	6	10
8.18181818181818	-21.8126407520961	6 5	6	10
8.36363636363636	-21.8126407520961	6 5	6	10
8.54545454545455	-21.8126407520961	6 5	6	10
8.72727272727273	-21.8126407520961	6 5	6	10
8.90909090909091	-21.8126407520961	6 5	6	10
9.09090909090909	-21.8126407520961	6 5	6	10
9.27272727272727	-21.8126407520961	6 5	6	10
9.45454545454546	-21.8126407520961	6 5	6	10
9.63636363636364	-21.8126407520961	6 5	6	10
9.81818181818182	-21.8126407520961	6 5	6	10
10	-21.8126407520961	6 5	6	10
10.1818181818182	-21.8126407520961	6 5	6	10
10.3636363636364	-21.8126407520961	6 5	6	10
10.5454545454545	-21.8126407520961	6 5	6	10
10.7272727272727	-21.8126407520961	6 5	6	10
10.9090909090909	-21.8126407520961	6 5	6	10
11.0909090909091	-21.8126407520961	6 5	6	10
11.2727272727273	-21.8126407520961	6 5	6	10
11.4545454545455	-21.8126407520961	6 5	6	10
11.6363636363636	-21.8126407520961	6 5	6	10
11.8181818181818	-21.8126407520961	6 5	6	10
12	-21.8126407520961	6 5	6	10
12.1818181818182	-21.8126407520961	6 5	6	10
12.3636363636364	-21.8126407520961	6 5	6	10
12.5454545454545	-21.8126407520961	6 5	6	10
12.7272727272727	-21.8126407520961	6 5	6	10
12.9090909090909	-21.8126407520961	6 5	6	10
13.0909090909091	-21.8126407520961	6 5	6	10
13.2727272727273	-21.8126407520961	6 5	6	10
13.4545454545455	-21.8126407520961	6 5	6	10
13.6363636363636	-21.8126407520961	6 5	6	10
13.8181818181818	-21.8126407520961	6 5	6	10
14	-21.8126407520961	6 5	6	10
14.1818181818182	-21.8126407520961	6 5	6	10
14.3636363636364	-21.8126407520961	6 5	6	10
14.5454545454545	-21.8126407520961	6 5	6	10
14.7272727272727	-21.8126407520961	6 5	6	10
14.9090909090909	-21.8126407520961	6 5	6	10
15.0909090909091	-21.8126407520961	6 5	6	10
15.2727272727273	-21.8126407520961	6 5	6	10
15.4545454545455	-21.8126407520961	6 5	6	10
15.6363636363636	-21.8126407520961	6 5	6	10
15.8181818181818	-21.8126407520961	6 5	6	10
16	-21.8126407520961	6 5	6	10
16.1818181818182	-21.8126407520961	6 5	6	10
16.3636363636364	-21.8126407520961	6 5	6	10
16.5454545454545	-21.8126407520961	6 5	6	10
16.7272727272727	-21.8126407520961	6 5	6	10
16.9090909090909	-21.8126407520961	6 5	6	10
17.0909090909091	-21.8126407520961	6 5	6	10
17.2727272727273	-21.8126407520961	6 5	6	10
17.4545454545455	-21.8126407520961	6 5	6	10
17.6363636363636	-21.8126407520961	6 5	6	10
17.8181818181818	-21.8126407520961	6 5	6	10
18	-21.8126407520961	6 5	6	10
18.1818181818182	-21.8126407520961	6 5	6	10
18.3636363636364	-21.8126407520961	6 5	6	10
18.5454545454545	-21.8126407520961	6 5	6	10
18.7272727272727	-21.8126407520961	6 5	6	10
18.9090909090909	-21.8126407520961	6 5	6	10
19.0909090909091	-21.8126407520961	6 5	6	10
19.2727272727273	-21.8126407520961	6 5	6	10
19.4545454545455	-21.8126407520961	6 5	6	10
19.6363636363636	-21.8126407520961	6 5	6	10
19.8181818181818	-21.8126407520961	6 5	6	10
20	-21.8126407520961	6 5	6	10
