group	x	y	key
12	2	-18.0749163536001	result 2 20
12	2.18181818181818	-18.0736171156269	result 2 20
12	2.36363636363636	-18.0699949878817	result 2 20
12	2.54545454545455	-18.0643946149633	result 2 20
12	2.72727272727273	-18.0570892084892	result 2 20
12	2.90909090909091	-18.0482990185654	result 2 20
12	3.09090909090909	-18.0382041955345	result 2 20
12	3.27272727272727	-18.0269539698448	result 2 20
12	3.45454545454545	-18.0146733466319	result 2 20
12	3.63636363636364	-18.0014680811247	result 2 20
12	3.81818181818182	-17.9874284388781	result 2 20
12	4	-17.9726320804534	result 2 20
12	4.18181818181818	-17.9571463043406	result 2 20
12	4.36363636363636	-17.9410298121772	result 2 20
12	4.54545454545455	-17.9243341133809	result 2 20
12	4.72727272727273	-17.907104654129	result 2 20
12	4.90909090909091	-17.8893817331536	result 2 20
12	5.09090909090909	-17.8712012509075	result 2 20
12	5.27272727272727	-17.8525953272082	result 2 20
12	5.45454545454546	-17.8335928141304	result 2 20
12	5.63636363636364	-17.8142197247684	result 2 20
12	5.81818181818182	-17.7944995939036	result 2 20
12	6	-17.7744537831561	result 2 20
12	6.18181818181818	-17.7541017405696	result 2 20
12	6.36363636363636	-17.7334612225577	result 2 20
12	6.54545454545455	-17.7125484845769	result 2 20
12	6.72727272727273	-17.6913784456699	result 2 20
12	6.90909090909091	-17.6699648310609	result 2 20
12	7.09090909090909	-17.6483202962257	result 2 20
12	7.27272727272727	-17.6264565352507	result 2 20
12	7.45454545454546	-17.6043843758111	result 2 20
12	7.63636363636364	-17.5821138627011	result 2 20
12	7.81818181818182	-17.5596543315348	result 2 20
12	8	-17.5370144739734	result 2 20
12	8.18181818181818	-17.514202395621	result 2 20
12	8.36363636363636	-17.4912256675576	result 2 20
12	8.54545454545455	-17.4680913723282	result 2 20
12	8.72727272727273	-17.4448061450911	result 2 20
12	8.90909090909091	-17.4213762105223	result 2 20
12	9.09090909090909	-17.3978074159918	result 2 20
12	9.27272727272727	-17.3741052614542	result 2 20
12	9.45454545454546	-17.3502749264369	result 2 20
12	9.63636363636364	-17.3263212944574	result 2 20
12	9.81818181818182	-17.3022489751584	result 2 20
12	10	-17.2780623244114	result 2 20
12	10.1818181818182	-17.2537654626093	result 2 20
12	10.3636363636364	-17.2293622913394	result 2 20
12	10.5454545454545	-17.204856508607	result 2 20
12	10.7272727272727	-17.1802516227571	result 2 20
12	10.9090909090909	-17.1555509652262	result 2 20
12	11.0909090909091	-17.1307577022402	result 2 20
12	11.2727272727273	-17.1058748455611	result 2 20
12	11.4545454545455	-17.0809052623736	result 2 20
12	11.6363636363636	-17.0558516843932	result 2 20
12	11.8181818181818	-17.0307167162689	result 2 20
12	12	-17.0055028433428	result 2 20
12	12.1818181818182	-16.9802124388279	result 2 20
12	12.3636363636364	-16.9548477704533	result 2 20
12	12.5454545454545	-16.929411006624	result 2 20
12	12.7272727272727	-16.9039042221383	result 2 20
12	12.9090909090909	-16.8783294034992	result 2 20
12	13.0909090909091	-16.8526884538545	result 2 20
12	13.2727272727273	-16.8269831975955	result 2 20
12	13.4545454545455	-16.8012153846444	result 2 20
12	13.6363636363636	-16.7753866944521	result 2 20
12	13.8181818181818	-16.7494987397324	result 2 20
12	14	-16.7235530699518	result 2 20
12	14.1818181818182	-16.6975511745941	result 2 20
12	14.3636363636364	-16.6714944862169	result 2 20
12	14.5454545454545	-16.6453843833162	result 2 20
12	14.7272727272727	-16.6192221930126	result 2 20
12	14.9090909090909	-16.5930091935736	result 2 20
12	15.0909090909091	-16.5667466167813	result 2 20
12	15.2727272727273	-16.5404356501605	result 2 20
12	15.4545454545455	-16.5140774390732	result 2 20
12	15.6363636363636	-16.4876730886912	result 2 20
12	15.8181818181818	-16.4612236658552	result 2 20
12	16	-16.4347302008267	result 2 20
12	16.1818181818182	-16.4081936889416	result 2 20
12	16.3636363636364	-16.3816150921713	result 2 20
12	16.5454545454545	-16.3549953405971	result 2 20
12	16.7272727272727	-16.3283353338048	result 2 20
12	16.9090909090909	-16.3016359422032	result 2 20
12	17.0909090909091	-16.2748980082724	result 2 20
12	17.2727272727273	-16.2481223477463	result 2 20
12	17.4545454545455	-16.2213097507323	result 2 20
12	17.6363636363636	-16.1944609827745	result 2 20
12	17.8181818181818	-16.1675767858605	result 2 20
12	18	-16.1406578793788	result 2 20
12	18.1818181818182	-16.113704961027	result 2 20
12	18.3636363636364	-16.086718707675	result 2 20
12	18.5454545454545	-16.0596997761863	result 2 20
12	18.7272727272727	-16.0326488041984	result 2 20
12	18.9090909090909	-16.0055664108659	result 2 20
12	19.0909090909091	-15.9784531975683	result 2 20
12	19.2727272727273	-15.9513097485834	result 2 20
12	19.4545454545455	-15.9241366317303	result 2 20
12	19.6363636363636	-15.8969343989814	result 2 20
12	19.8181818181818	-15.8697035870467	result 2 20
12	20	-15.8424447179314	result 2 20
